,,, pm10, pm10, pm10
2021,1,Soi-Myeon,19.0,72.0,37.13793103448276
2021,2,Bangsan-Myeon,7.0,50.0,28.785714285714285
2021,2,Cheongnim-Dong,25.0,69.0,43.67857142857143
2021,2,Geumchon-Dong,14.0,76.0,44.5
2021,2,Gwanak-Gu,13.0,68.0,35.785714285714285
2021,2,Hwasun-Eup,9.0,52.0,26.142857142857142
2021,2,Hyeoksin-Dong,10.0,74.0,38.17857142857143
2021,2,Jeongnim-Dong,12.0,72.0,34.07142857142857
2021,2,Jungang-Way,13.0,52.0,33.607142857142854
2021,2,Juwol-Dong,13.0,68.0,36.82142857142857
2021,2,Nowon-Gu,15.0,65.0,39.57142857142857
2021,2,Onui-Dong,15.0,65.0,43.92857142857143
2021,2,Pado-Ri,21.0,76.0,43.785714285714285
2021,2,Paju,19.0,71.0,46.92857142857143
2021,2,Saesol-Dong,19.0,84.0,42.285714285714285
2021,2,Sangjusi,16.0,60.0,34.142857142857146
2021,2,Seolseong-Myeon,17.0,71.0,42.607142857142854
2021,2,Seonggeoeup,19.0,81.0,47.07142857142857
2021,2,Soi-Myeon,21.0,61.0,39.285714285714285
2021,3,Bangsan-Myeon,7.0,130.0,36.96774193548387
2021,3,Cheongnim-Dong,16.0,166.0,54.096774193548384
2021,3,Geumchon-Dong,9.0,228.0,60.67741935483871
2021,3,Gwanak-Gu,10.0,165.0,48.806451612903224
2021,3,Hwasun-Eup,11.0,334.0,45.935483870967744
2021,3,Hyeoksin-Dong,13.0,456.0,68.70967741935483
2021,3,Jeongnim-Dong,9.0,303.0,48.483870967741936
2021,3,Jungang-Way,5.0,128.0,42.25806451612903
2021,3,Juwol-Dong,16.0,435.0,58.61290322580645
2021,3,Nowon-Gu,8.0,157.0,49.225806451612904
2021,3,Onui-Dong,9.0,125.0,53.45161290322581
2021,3,Pado-Ri,17.0,343.0,59.225806451612904
2021,3,Paju,7.0,238.0,57.56666666666667
2021,3,Saesol-Dong,11.0,249.0,58.225806451612904
2021,3,Sangjusi,7.0,282.0,49.12903225806452
2021,3,Seolseong-Myeon,10.0,242.0,57.38709677419355
2021,3,Seonggeoeup,15.0,252.0,63.83870967741935
2021,3,Soi-Myeon,7.0,194.0,49.172413793103445
2021,4,Bangsan-Myeon,8.0,73.0,26.7
2021,4,Cheongnim-Dong,23.0,97.0,45.9
2021,4,Geumchon-Dong,9.0,68.0,39.46666666666667
2021,4,Gwanak-Gu,8.0,57.0,32.46666666666667
2021,4,Hwasun-Eup,7.0,64.0,28.666666666666668
2021,4,Hyeoksin-Dong,7.0,71.0,39.266666666666666
2021,4,Jeongnim-Dong,5.0,61.0,32.96666666666667
2021,4,Jungang-Way,12.0,75.0,32.36666666666667
2021,4,Juwol-Dong,11.0,72.0,36.0
2021,4,Nowon-Gu,10.0,57.0,33.63333333333333
2021,4,Onui-Dong,11.0,78.0,40.03333333333333
2021,4,Pado-Ri,17.0,70.0,37.766666666666666
2021,4,Paju,11.0,68.0,39.7
2021,4,Saesol-Dong,9.0,71.0,35.2
2021,4,Sangjusi,8.0,83.0,35.56666666666667
2021,4,Seolseong-Myeon,10.0,71.0,40.06666666666667
2021,4,Seonggeoeup,11.0,64.0,39.03333333333333
2021,4,Soi-Myeon,6.0,60.0,32.53333333333333
2021,5,Bangsan-Myeon,4.0,306.0,31.0
2021,5,Cheongnim-Dong,11.0,128.0,44.064516129032256
2021,5,Geumchon-Dong,6.0,422.0,55.32258064516129
2021,5,Gwanak-Gu,7.0,294.0,46.29032258064516
2021,5,Hwasun-Eup,6.0,199.0,34.903225806451616
2021,5,Hyeoksin-Dong,5.0,344.0,50.03225806451613
2021,5,Jeongnim-Dong,7.0,344.0,44.25806451612903
2021,5,Jungang-Way,4.0,425.0,44.61290322580645
2021,5,Juwol-Dong,8.0,266.0,44.193548387096776
2021,5,Nowon-Gu,5.0,394.0,46.74193548387097
2021,5,Onui-Dong,4.0,393.0,47.354838709677416
2021,5,Pado-Ri,2.0,406.0,52.806451612903224
2021,5,Paju,8.0,376.0,55.516129032258064
2021,5,Saesol-Dong,6.0,396.0,48.54838709677419
2021,5,Sangjusi,8.0,326.0,42.61290322580645
2021,5,Seolseong-Myeon,9.0,354.0,53.12903225806452
2021,5,Seonggeoeup,10.0,376.0,50.16129032258065
2021,5,Soi-Myeon,6.0,297.0,40.096774193548384
2021,6,Bangsan-Myeon,3.0,34.0,13.866666666666667
2021,6,Cheongnim-Dong,10.0,58.0,30.333333333333332
2021,6,Geumchon-Dong,12.0,60.0,33.1
2021,6,Gwanak-Gu,12.0,51.0,30.133333333333333
2021,6,Hwasun-Eup,8.0,35.0,22.0
2021,6,Hyeoksin-Dong,9.0,65.0,34.6
2021,6,Jeongnim-Dong,8.0,43.0,26.166666666666668
2021,6,Jungang-Way,7.0,40.0,22.7
2021,6,Juwol-Dong,11.0,45.0,28.1
2021,6,Nowon-Gu,8.0,50.0,26.466666666666665
2021,6,Onui-Dong,13.0,41.0,25.533333333333335
2021,6,Pado-Ri,7.0,52.0,28.4
2021,6,Paju,11.0,56.0,29.066666666666666
2021,6,Saesol-Dong,9.0,47.0,25.966666666666665
2021,6,Sangjusi,12.0,51.0,28.2
2021,6,Seolseong-Myeon,12.0,58.0,36.074074074074076
2021,6,Seonggeoeup,13.0,45.0,29.74074074074074
2021,6,Soi-Myeon,9.0,49.0,24.4
2021,7,Bangsan-Myeon,3.0,21.0,12.0
2021,7,Cheongnim-Dong,10.0,34.0,21.64516129032258
2021,7,Geumchon-Dong,7.0,40.0,25.548387096774192
2021,7,Gwanak-Gu,8.0,43.0,22.612903225806452
2021,7,Hwasun-Eup,6.0,27.0,14.64516129032258
2021,7,Hyeoksin-Dong,6.0,43.0,17.517241379310345
2021,7,Jeongnim-Dong,1.0,102.0,16.612903225806452
2021,7,Jungang-Way,3.0,39.0,19.193548387096776
2021,7,Juwol-Dong,5.0,45.0,15.592592592592593
2021,7,Nowon-Gu,8.0,40.0,20.612903225806452
2021,7,Onui-Dong,5.0,32.0,19.29032258064516
2021,7,Pado-Ri,6.0,46.0,26.533333333333335
2021,7,Paju,5.0,37.0,17.774193548387096
2021,7,Saesol-Dong,6.0,30.0,19.64516129032258
2021,7,Sangjusi,9.0,30.0,18.466666666666665
2021,7,Seolseong-Myeon,10.0,50.0,23.642857142857142
2021,7,Seonggeoeup,6.0,33.0,16.9
2021,7,Soi-Myeon,3.0,36.0,12.620689655172415
2021,8,Bangsan-Myeon,5.0,31.0,14.67741935483871
2021,8,Cheongnim-Dong,15.0,54.0,26.0
2021,8,Geumchon-Dong,7.0,41.0,23.193548387096776
2021,8,Gwanak-Gu,5.0,35.0,19.419354838709676
2021,8,Hwasun-Eup,9.0,31.0,16.548387096774192
2021,8,Hyeoksin-Dong,10.0,38.0,19.70967741935484
2021,8,Jeongnim-Dong,3.0,21.0,10.642857142857142
2021,8,Jungang-Way,3.0,33.0,18.193548387096776
2021,8,Juwol-Dong,10.0,31.0,17.580645161290324
2021,8,Nowon-Gu,6.0,33.0,19.225806451612904
2021,8,Onui-Dong,8.0,37.0,21.193548387096776
2021,8,Pado-Ri,5.0,41.0,22.193548387096776
2021,8,Paju,6.0,34.0,17.31578947368421
2021,8,Saesol-Dong,7.0,34.0,17.806451612903224
2021,8,Sangjusi,7.0,28.0,17.966666666666665
2021,8,Seolseong-Myeon,7.0,45.0,20.258064516129032
2021,8,Seonggeoeup,10.0,33.0,18.870967741935484
2021,8,Soi-Myeon,5.0,26.0,14.516129032258064
2021,9,Bangsan-Myeon,8.0,21.0,13.233333333333333
2021,9,Cheongnim-Dong,15.0,50.0,24.133333333333333
2021,9,Geumchon-Dong,5.0,33.0,17.1
2021,9,Gwanak-Gu,7.0,34.0,14.733333333333333
2021,9,Hwasun-Eup,8.0,24.0,14.7
2021,9,Hyeoksin-Dong,9.0,34.0,17.275862068965516
2021,9,Jeongnim-Dong,5.0,27.0,11.166666666666666
2021,9,Jungang-Way,5.0,25.0,11.233333333333333
2021,9,Juwol-Dong,8.0,31.0,14.766666666666667
2021,9,Nowon-Gu,7.0,31.0,14.233333333333333
2021,9,Onui-Dong,7.0,30.0,16.066666666666666
2021,9,Pado-Ri,13.0,43.0,22.8
2021,9,Paju,5.0,22.0,12.3
2021,9,Saesol-Dong,7.0,29.0,14.433333333333334
2021,9,Sangjusi,7.0,27.0,14.0
2021,9,Seolseong-Myeon,8.0,33.0,16.233333333333334
2021,9,Seonggeoeup,8.0,36.0,15.966666666666667
2021,9,Soi-Myeon,5.0,22.0,11.4
2021,10,Bangsan-Myeon,8.0,30.0,17.483870967741936
2021,10,Cheongnim-Dong,18.0,60.0,34.61290322580645
2021,10,Geumchon-Dong,8.0,46.0,30.483870967741936
2021,10,Gwanak-Gu,10.0,39.0,23.774193548387096
2021,10,Hwasun-Eup,6.0,39.0,20.806451612903224
2021,10,Hyeoksin-Dong,13.0,50.0,30.612903225806452
2021,10,Jeongnim-Dong,4.0,33.0,22.193548387096776
2021,10,Jungang-Way,4.0,35.0,19.612903225806452
2021,10,Juwol-Dong,6.0,43.0,23.516129032258064
2021,10,Nowon-Gu,7.0,39.0,24.870967741935484
2021,10,Onui-Dong,8.0,43.0,24.838709677419356
2021,10,Pado-Ri,19.0,57.0,36.12903225806452
2021,10,Paju,5.0,47.0,28.225806451612904
2021,10,Saesol-Dong,10.0,32.0,22.38095238095238
2021,10,Sangjusi,6.0,48.0,23.516129032258064
2021,10,Seolseong-Myeon,11.0,54.0,28.806451612903224
2021,10,Seonggeoeup,11.0,50.0,28.06451612903226
2021,10,Soi-Myeon,9.0,57.0,25.677419354838708
2021,11,Bangsan-Myeon,13.0,61.0,28.433333333333334
2021,11,Cheongnim-Dong,18.0,69.0,43.53333333333333
2021,11,Geumchon-Dong,12.0,101.0,44.03333333333333
2021,11,Gwanak-Gu,8.0,89.0,34.6
2021,11,Hwasun-Eup,8.0,45.0,26.3
2021,11,Hyeoksin-Dong,11.0,68.0,36.1
2021,11,Jeongnim-Dong,11.0,46.0,28.5
2021,11,Jungang-Way,8.0,64.0,33.9
2021,11,Juwol-Dong,9.0,62.0,31.966666666666665
2021,11,Nowon-Gu,9.0,89.0,37.7
2021,11,Onui-Dong,12.0,71.0,39.766666666666666
2021,11,Pado-Ri,31.0,76.0,46.833333333333336
2021,11,Paju,11.0,87.0,42.5
2021,11,Saesol-Dong,6.0,78.0,34.1
2021,11,Sangjusi,12.0,67.0,34.86666666666667
2021,11,Seolseong-Myeon,9.0,83.0,41.13333333333333
2021,11,Seonggeoeup,9.0,105.0,40.5
2021,11,Soi-Myeon,10.0,72.0,39.03333333333333
2021,12,Bangsan-Myeon,15.0,53.0,26.741935483870968
2021,12,Cheongnim-Dong,21.0,70.0,43.0
2021,12,Geumchon-Dong,17.0,77.0,39.54838709677419
2021,12,Gwanak-Gu,13.0,64.0,31.741935483870968
2021,12,Hwasun-Eup,14.0,46.0,26.4
2021,12,Hyeoksin-Dong,16.0,64.0,35.45161290322581
2021,12,Jeongnim-Dong,15.0,71.0,35.74193548387097
2021,12,Jungang-Way,13.0,56.0,29.741935483870968
2021,12,Juwol-Dong,12.0,59.0,32.903225806451616
2021,12,Nowon-Gu,17.0,67.0,35.58064516129032
2021,12,Onui-Dong,16.0,74.0,38.54838709677419
2021,12,Pado-Ri,29.0,76.0,45.45161290322581
2021,12,Paju,22.0,62.0,38.32258064516129
2021,12,Saesol-Dong,14.0,66.0,36.83870967741935
2021,12,Sangjusi,8.0,64.0,30.967741935483872
2021,12,Seolseong-Myeon,21.0,66.0,38.483870967741936
2021,12,Seonggeoeup,18.0,75.0,40.96774193548387
2021,12,Soi-Myeon,19.0,61.0,37.935483870967744
2022,1,Bangsan-Myeon,14.0,60.0,29.032258064516128
2022,1,Cheongnim-Dong,25.0,72.0,39.935483870967744
2022,1,Geumchon-Dong,26.0,81.0,43.193548387096776
2022,1,Gwanak-Gu,19.0,75.0,33.32258064516129
2022,1,Hwasun-Eup,16.0,65.0,31.79310344827586
2022,1,Hyeoksin-Dong,22.0,61.0,36.903225806451616
2022,1,Jeongnim-Dong,21.0,77.0,40.903225806451616
2022,1,Jungang-Way,15.0,70.0,35.354838709677416
2022,1,Juwol-Dong,18.0,62.0,32.54838709677419
2022,1,Nowon-Gu,23.0,84.0,39.96774193548387
2022,1,Onui-Dong,20.0,78.0,44.83870967741935
2022,1,Pado-Ri,29.0,77.0,45.354838709677416
2022,1,Paju,20.0,85.0,46.83870967741935
2022,1,Saemangeum,42.0,42.0,42.0
2022,1,Saesol-Dong,20.0,79.0,39.44444444444444
2022,1,Sangjusi,14.0,62.0,32.645161290322584
2022,1,Seolseong-Myeon,26.0,89.0,45.54838709677419
2022,1,Seonggeoeup,26.0,84.0,45.54838709677419
2022,1,Soi-Myeon,24.0,86.0,44.54838709677419
2022,1,Taeha-Ri,19.0,19.0,19.0
2022,2,Bangsan-Myeon,20.0,51.0,28.0
2022,2,Cheongnim-Dong,25.0,62.0,38.36842105263158
2022,2,Geumchon-Dong,27.0,73.0,39.05263157894737
2022,2,Gwanak-Gu,17.0,65.0,31.42105263157895
2022,2,Hwasun-Eup,17.0,55.0,29.736842105263158
2022,2,Hyeoksin-Dong,20.0,69.0,36.05263157894737
2022,2,Jeongnim-Dong,23.0,73.0,41.78947368421053
2022,2,Jungang-Way,17.0,54.0,28.736842105263158
2022,2,Juwol-Dong,16.0,63.0,32.05263157894737
2022,2,Nowon-Gu,20.0,66.0,35.78947368421053
2022,2,Onui-Dong,22.0,64.0,36.578947368421055
2022,2,Pado-Ri,30.0,72.0,44.89473684210526
2022,2,Paju,21.0,74.0,40.73684210526316
2022,2,Saemangeum,17.0,64.0,35.0
2022,2,Saesol-Dong,19.0,79.0,34.473684210526315
2022,2,Sangjusi,16.0,54.0,28.94736842105263
2022,2,Seolseong-Myeon,27.0,72.0,40.21052631578947
2022,2,Seonggeoeup,23.0,80.0,41.36842105263158
2022,2,Soi-Myeon,16.0,67.0,38.73684210526316
2022,2,Taeha-Ri,8.0,43.0,19.53846153846154
